Κατασκευαστής,Τύπος,Εγγραφή,Ηλικία,Καύσιμο,Μετάδοση,Κυβικά,Ιπποδύναμη,Χιλιόμετρα,Κατάσταση,Περιοχή,Τιμή
BMW,X2,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,29500.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16675,27500.0
Ford,Focus,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,63400.0,Μεταχειρισμένο,ΑΡΤΕΜΙΣ 19016,15200.0
Audi,Q3,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,87000.0,Μεταχειρισμένο,ΚΟΡΥΔΑΛΛΟΣ 18120,24500.0
Volvo,XC40,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,262.0,60000.0,Μεταχειρισμένο,ΚΟΡΥΔΑΛΛΟΣ 18120,26500.0
Ford,Puma,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,125.0,69000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18757,15500.0
Suzuki,Vitara,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,50000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18541,16800.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,41282.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13678,11800.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,86900.0,Μεταχειρισμένο,ΠΕΤΡΟΥΠΟΛΗ 13231,15750.0
Peugeot,Partner,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,119000.0,Μεταχειρισμένο,ΠΕΤΡΟΥΠΟΛΗ 13231,13900.0
Ford,Puma,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,65000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,18500.0
Mercedes-Benz,A 160,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,95.0,104900.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15341,18000.0
Audi,Q3,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,61000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15233,27800.0
Kia,Picanto,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,67.0,124680.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,10500.0
Jeep,Compass,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1600.0,130.0,76211.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,22000.0
Volkswagen,T-Cross,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,110.0,23000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11744,19300.0
Cupra,Formentor,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,50000.0,Μεταχειρισμένο,ΕΛΕΥΣΙΝΑ 19200,28000.0
Mini,Countryman,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,82000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12136,20950.0
BMW,X2,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,61000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12136,26950.0
Mercedes-Benz,C 180,2021.0,5.0,Πετρέλαιο,Αυτόματο,1600.0,122.0,96400.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,29950.0
Fiat,Tipo,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1600.0,131.0,90000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,19950.0
LandRover,Range Rover Evoque,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,309.0,69000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,33900.0
Kia,Picanto,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,67.0,70500.0,Μεταχειρισμένο,ΑΘΗΝΑ 11743,12990.0
Audi,Q5,2021.0,5.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,204.0,84000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11523,39000.0
Mercedes-Benz,A 45 AMG,2021.0,5.0,Βενζίνη,Αυτόματο,2000.0,500.0,42000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,56500.0
Kia,Picanto,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,67.0,69900.0,Μεταχειρισμένο,ΑΘΗΝΑ 11743,12990.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,100000.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,19900.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,130.0,57688.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,17000.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,130.0,53700.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16675,18500.0
Mercedes-Benz,GLC 300,2021.0,5.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,1900.0,306.0,110000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11251,57500.0
Opel,Corsa,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,168000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11363,8900.0
Mercedes-Benz,C 300,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,320.0,60000.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,42000.0
BMW,118,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,136.0,100000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,21990.0
Citroen,C4,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,131.0,40000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,19380.0
Mazda,2,2021.0,5.0,Βενζίνη,Χειροκίνητο,1500.0,90.0,27000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,15980.0
Mazda,2,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1500.0,90.0,27000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,15980.0
LandRover,Defender,2021.0,5.0,Υβριδικό Πετρελαίου,Αυτόματο,3000.0,300.0,100000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,83980.0
Jeep,Gladiator,2021.0,5.0,Πετρέλαιο,Αυτόματο,3000.0,264.0,67200.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,57980.0
Audi,Q3,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,81000.0,Μεταχειρισμένο,ΕΛΕΥΣΙΝΑ 19200,33500.0
Volkswagen,T-Roc,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,150.0,74000.0,Μεταχειρισμένο,ΕΛΕΥΣΙΝΑ 19200,20400.0
BMW,330,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,292.0,65000.0,Μεταχειρισμένο,ΕΛΕΥΣΙΝΑ 19200,30990.0
Mercedes-Benz,GLA 200,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,163.0,67000.0,Μεταχειρισμένο,ΕΛΕΥΣΙΝΑ 19200,29900.0
Volkswagen,T-Cross,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,115.0,98800.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,16300.0
Mercedes-Benz,CLA 250,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,218.0,79000.0,Μεταχειρισμένο,ΗΛΙΟΥΠΟΛΗ 16344,34900.0
Ford,Focus,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,120.0,134000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15232,14990.0
Ford,Focus,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,119000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15232,12990.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,109000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15232,10390.0
BMW,116,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,93000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,18950.0
Mercedes-Benz,GLB 35 AMG,2021.0,5.0,Βενζίνη,Αυτόματο,2000.0,306.0,62200.0,Μεταχειρισμένο,ΔΡΟΣΙΑ 14572,50800.0
BMW,i3,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,184.0,30000.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16675,25000.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,130.0,34000.0,Μεταχειρισμένο,ΒΡΙΛΗΣΣΙΑ 15235,19200.0
Fiat,Panda,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,70.0,93700.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15234,9500.0
Fiat,Panda,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,70.0,95000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15234,9500.0
Volkswagen,Tiguan,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,85100.0,Μεταχειρισμένο,ΑΣΠΡΟΠΥΡΓΟΣ 19300,30500.0
Mercedes-Benz,A 200,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,163.0,95600.0,Μεταχειρισμένο,ΑΣΠΡΟΠΥΡΓΟΣ 19300,36000.0
BMW,X1,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,190.0,52000.0,Μεταχειρισμένο,ΑΣΠΡΟΠΥΡΓΟΣ 19300,28000.0
Smart,ForFour,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,88.0,15000.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,18989.0
Peugeot,208,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,131.0,56000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,18950.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,87000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,15800.0
Skoda,Scala,2021.0,5.0,Πετρέλαιο,Αυτόματο,1600.0,116.0,137000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,12900.0
Kia,Stonic,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,84.0,115000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,11800.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,104000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,9700.0
Opel,Corsa,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,146000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,9500.0
Fiat,Panda,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,70.0,97000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,9290.0
BMW,X3,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,292.0,49600.0,Μεταχειρισμένο,ΜΑΓΟΥΛΑ 19018,45500.0
Seat,Leon,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,204.0,71900.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,19900.0
Volkswagen,Tiguan,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,53580.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,29990.0
Peugeot,e-208,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,135.0,56800.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,14990.0
Peugeot,208,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,135.0,56800.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,14990.0
Volkswagen,Polo,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1600.0,95.0,129000.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,12990.0
Volkswagen,Tiguan,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,66700.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,29500.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,87500.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,10990.0
Peugeot,2008,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,135.0,54500.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,19450.0
Toyota,Aygo (X),2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,80.0,60000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18757,9500.0
Volkswagen,Golf,2021.0,5.0,Plug-in Hybrid Βενζίνης,Ημιαυτόματο,1400.0,204.0,40000.0,Μεταχειρισμένο,ΑΙΓΑΛΕΩ 12243,27700.0
Opel,Corsa,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,101.0,84000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10445,12000.0
Ford,Fiesta,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,155.0,94000.0,Μεταχειρισμένο,ΠΕΥΚΗ 15121,16500.0
Suzuki,Swift,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,83.0,107700.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,13900.0
Jaguar,E-Pace,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,127000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,29900.0
Suzuki,Swift,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,83.0,107000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,14500.0
Hyundai,i 30,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1000.0,120.0,104000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,16400.0
Audi,A3,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,116.0,71000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,17990.0
Lexus,UX,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,2000.0,184.0,81000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,27900.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,48000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,17600.0
Toyota,Yaris,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,99000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,16900.0
Suzuki,Vitara,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,107000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,18400.0
Opel,Corsa,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,101.0,90000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12135,11500.0
Fiat,Panda,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,70.0,94000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,8400.0
Seat,Arona,2021.0,5.0,CNG / Βενζίνη,Χειροκίνητο,1000.0,90.0,57000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,12500.0
Nissan,Navara,2021.0,5.0,Πετρέλαιο,Αυτόματο,2300.0,190.0,190000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,18900.0
Nissan,Qashqai,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,158.0,71000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,20900.0
Peugeot,3008,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1600.0,300.0,72000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,23900.0
BMW,118,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,136.0,91000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,20400.0
Volkswagen,T-Roc,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,115.0,60000.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,17500.0
Mini,Countryman,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,136.0,58000.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,22000.0
BMW,X1,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,66465.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,29900.0
Mercedes-Benz,CLA 250 Shooting Brake,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,218.0,25708.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,30800.0
Volkswagen,T-Roc,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,43810.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,26900.0
Porsche,Taycan,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,476.0,96110.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,59800.0
Alfa Romeo,Stelvio,2021.0,5.0,Πετρέλαιο,Αυτόματο,2100.0,190.0,81595.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,37800.0
Skoda,Kodiaq,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,78522.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,28800.0
Jeep,Wrangler,2021.0,5.0,Βενζίνη,Αυτόματο,2000.0,272.0,33000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,54900.0
Mercedes-Benz,GLB 200,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,163.0,65000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,27690.0
Dacia,Sandero,2021.0,5.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,101.0,98000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,12990.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,70000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,15790.0
Mercedes-Benz,GLC 300,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,320.0,99000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,39490.0
Hyundai,i 10,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,70.0,104000.0,Μεταχειρισμένο,ΝΕΟ ΗΡΑΚΛΕΙΟ 14121,10400.0
Audi,Q2,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,150.0,63000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,23290.0
Nissan,Qashqai,2021.0,5.0,Βενζίνη,Χειροκίνητο,1300.0,140.0,53000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,18490.0
Mazda,MX-30,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,145.0,28000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,16890.0
Mercedes-Benz,GLC 300,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,306.0,100000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15122,38900.0
Audi,A3,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,204.0,50000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15122,23900.0
Nissan,Qashqai,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,158.0,45000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15122,20400.0
Mercedes-Benz,A 250,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,220.0,79000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15122,30900.0
Toyota,Aygo,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,72.0,35050.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,13950.0
Mini,Countryman,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,136.0,44500.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,23950.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,158050.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,15850.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,74650.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,13650.0
Peugeot,3008,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,130.0,47950.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,22850.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,108700.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,22650.0
Opel,Crossland,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,55100.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,17250.0
BMW,118,2021.0,5.0,Βενζίνη,Χειροκίνητο,1500.0,136.0,41800.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,27650.0
Ford,Puma,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,125.0,41850.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,18550.0
Mercedes-Benz,GLC 300,2021.0,5.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,1900.0,306.0,55650.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,50250.0
Skoda,Kamiq,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,150.0,74500.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,16850.0
BMW,X6,2021.0,5.0,Υβριδικό Πετρελαίου,Αυτόματο,3000.0,284.0,84500.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,82950.0
BMW,X1,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,101250.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,25250.0
Jeep,Wrangler,2021.0,5.0,Βενζίνη,Αυτόματο,2000.0,272.0,29350.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,63950.0
Opel,Corsa,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,77500.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,11950.0
Volvo,XC40,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,262.0,48650.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,31850.0
Audi,Q3,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,51500.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,31450.0
BMW,X2,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,47000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,27990.0
DS,DS3,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,34650.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,21850.0
BMW,116,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,116.0,101310.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,19950.0
Peugeot,3008,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,130.0,51500.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,23850.0
Hyundai,Tucson,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1600.0,180.0,99450.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,22650.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,82800.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,19450.0
Opel,Crossland,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,75800.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,14950.0
BMW,X1,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,134750.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,24850.0
Volkswagen,Tiguan,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,87500.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,28500.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,59121.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,25900.0
Mercedes-Benz,GLE 350,2021.0,5.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,1900.0,320.0,89000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,89900.0
LandRover,Range Rover Evoque,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,300.0,89956.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,38500.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,22580.0,Μεταχειρισμένο,ΚΑΙΣΑΡΙΑΝΗ 16121,17000.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,143000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,9000.0
Toyota,Yaris,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,72.0,47850.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,16000.0
Alfa Romeo,Giulia,2021.0,5.0,Βενζίνη,Αυτόματο,2000.0,200.0,62000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,29900.0
Mercedes-Benz,A 250,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,220.0,87870.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,25500.0
Nissan,Qashqai,2021.0,5.0,Πετρέλαιο,Αυτόματο,1700.0,170.0,82600.0,Μεταχειρισμένο,ΑΘΗΝΑ 11744,30000.0
Volkswagen,Golf,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,96000.0,Μεταχειρισμένο,ΚΑΠΑΝΔΡΙΤΙ 19014,20500.0
